STAR_ID,NAME,DISCOVERER,DICOVERY_DATE,MASS_KG_10_EXP_24,GM_10_EXP_6_KM_EXP_3_PER_S_EXP_2,VOLUME_10_EXP_12_KM_EXP_3,MEAN_VOLUMETRIC_RADIUS_KM,MEAN_DENSITY_KG_PER_M_EXP_3,GRAVITY_M_PER_S_EXP_2,ESCAPE_VELOCITY_KM_PER_S,ELLIPTICITY,MOMENT_OF_INERTIA_I_PER_MR_EXP_2,VBAND_MAGNITUDE,ABSOLUTE_MAGNITUDE,LUMINOSITY_10_EXP_24_J_PER_S,MASS_CONVERSION_RATE_10_EXP_6_KG_PER_S,MEAN_ENERGY_PRODUCTION_10_EXP_MINUS_3_J_PER_KG_S,SURFACE_EMISSION_10_EXP_6_J_PER_M_EXP_2_S,SPECTRAL_TYPE,CENTRAL_PRESSURE_10_EXP_11_BAR,CENTRAL_TEMPERATURE_10_EXP_7_K,CENTRAL_DENSITY_10_EXP_5_KG_PER_M_EXP_3,SIDEREAL_ROTATION_PERIOD_HRS,OBLIQUITY_TO_ECLIPTIC_DEGREES,SPEED_RELATIVE_TO_NEARBY_STARS_KM_PER_S,NORTH_POLE_OF_ROTATION_RIGHT_ASCENSION,NORTH_POLE_OF_ROTATION_DECLINATION,NORTH_POLE_OF_ROTATION_REFERENCE_DATE,APPARENT_DIAMETER_FROM_EARTH_AT_1_AU_S_OF_ARC,MAX_APPARENT_DIAMETER_FROM_EARTH_S_OF_ARC,MIN_APPARENT_DIAMETER_FROM_EARTH_S_OF_ARC,MEAN_DISTANCE_FROM_EARTH_10_EXP_6_KM,MIN_DISTANCE_FROM_EARTH_10_EXP_6_KM,MAX_DISTANCE_FROM_EARTH_10_EXP_6_KM,MIN_MAGENTIC_FIELD_STRENGTH_POLAR_FIELD_GAUSS,MAX_MAGENTIC_FIELD_STRENGTH_POLAR_FIELD_GAUSS,MAGENTIC_STRENGTH_SUNSPOTS_GAUSS,MIN_MAGENTIC_STRENGTH_PROMINENCES_GAUSS,MAX_MAGENTIC_STRENGTH_PROMINENCES_GAUSS,MAGENTIC_STRENGTH_CHROMOSPHERIC_PLAGES_GAUSS,MAGENTIC_STRENGTH_BRIGHT_CHROMOSPHERIC_NETWORK_GAUSS,MAGENTIC_STRENGTH_EPHEMERAL_ACTIVE_REGIONS_GAUSS,SURFACE_GAS_PRESSURE_TOP_OF_PHOTOSPHERE_MB,SURFACE_GAS_PRESSURE_BOTTOM_OF_PHOTOSPHERE_MB,EFFECTIVE_TEMPERATURE_K,TEMPERATURE_AT_TOP_OF_PHOTOSPHERE_K,TEMPERATURE_AT_BOTTOM_OF_PHOTOSPHERE_K,TEMPERATURE_AT_TOP_OF_CHROMOSPHERE_K,PHOTOSPHERE_THICKNESS_KM,CHROMOSPHERE_THICKNESS_KM,SUN_SPOT_CYCLE_YRS,PHOTOSPHERE_COMPOSITION
1,Sun,Unknown,,1988500,132712,1412000,695700,1408,274,617.6,0.00005,0.07,-26.74,4.83,382.8,4260,0.1925,62.94,G2 V,2.477,1.571,1.622,609.12,7.25,19.4,286.13,63.87,2000-01-01T12:00:00Z (JD 2451545.0),1919,1952,1887,149.6,147.1,152.1,1,2,3000,10,100,200,25,20,0.868,125,5772,4400,6600,30000,500,2500,11.4,"{""major_elements"":{""measurement"":""percent"",""elements"":{""H"":90.965,""He"":8.889}},""minor_elements"":{""measurement"":""parts per million (ppm)"",""elements"":{""O"":774,""C"":330,""Ne"":112,""N"":102,""Fe"":43,""Mg"":35,""Si"":32,""S"":15}}}"
